source_record_id,fecha_hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,tipo_incidente,categoria_incidente,fase_vuelo,descripcion,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo,event_codes,mapped_event_codes,unknown_event_codes,mapping_rule_source,mapping_version
JST-RAW-28547220-21,2021-03-31T11:20:00,,,Arteaga,Santa Fe,UIMC (Unintended Flight in IMC),Operacion,En vuelo,"Accidente | UIMC (Unintended Flight in IMC) | Non-Commercial Operations / Bussiness / Bussiness | Arteaga, Santa Fe",,LV-MLX,,,,,,-33.21666,-61.86666,0,0,Alto,UIMC,UIMC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-31530947-21,2021-04-12T14:00:00,,,La Plata,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente grave | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | La Plata, Buenos Aires",,LV-GDK,,,,,,-34.95888,-58.00444,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-32447215-21,2021-04-14T15:30:00,,,Cañuelas,Buenos Aires,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",Seguridad operacional,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Cañuelas, Buenos Aires",,LV-S008,,,,,,-35.1175,-58.72361,0,0,Critico,F-POST|LOC-I,F-POST|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-39571139-21,2021-05-02T15:00:00,,,El Carmen,Jujuy,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | El Carmen, Jujuy",,LV-MZX,,,,,,-24.37944,-65.23888,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-39552999-21,2021-05-04T14:00:00,,,Presidente Rivadavia,Buenos Aires,BIRD (Birdstrike),Fauna,Aterrizaje,"Incidente | BIRD (Birdstrike) | Non-Commercial Operations / Flight Training/Instructional / Other | Presidente Rivadavia, Buenos Aires",,LV-BRF,,,,,,-34.67916,-58.64277,0,0,Alto,BIRD,BIRD,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-39553582-21,2021-05-05T13:35:00,,,Zárate,Buenos Aires,ADRM (Aerodrome),Pista,Aproximacion,"Incidente | ADRM (Aerodrome) | Non-Commercial Operations / Flight Training/Instructional / Other | Zárate, Buenos Aires",,LV-GUY,,,,,,-34.1175,-59.08222,0,0,Medio,ADRM,ADRM,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-41953974-21,2021-05-11T21:25:00,,,Juan Domingo Perón - Neuquén (SAZN),Neuquen,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Otros | Juan Domingo Perón - Neuquén (SAZN), Neuquen",,LV-GUK,,,,,,-38.94888,-68.15583,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-44076210-21,2021-05-17T20:10:00,,,Mercedes,Buenos Aires,"ADRM (Aerodrome), GCOL (Ground Collision)",Pista,Aproximacion,"Accidente | ADRM (Aerodrome), GCOL (Ground Collision) | Unknown / Unknown / Se desconoce | Mercedes, Buenos Aires",,LV-ATE,,,,,,-34.63944,-59.40555,0,0,Alto,ADRM|GCOL,ADRM|GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-48379302-21,2021-05-30T16:00:00,,,Garza,Santiago Del Estero,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Garza, Santiago Del Estero",,LV-X774,,,,,,-28.29388,-63.37472,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-67220206-21,2021-06-18T20:30:00,,,Aeropuerto Internacional de Laguna del Sauce,Maldonado,RE (Runway Excursion),Pista,Aterrizaje,"Incidente | RE (Runway Excursion) | Non-Commercial Operations / Bussiness / Bussiness | Aeropuerto Internacional de Laguna del Sauce, Maldonado",,LV-IYQ,,,,,,-34.855,-55.09416,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-55482492-21,2021-06-19T11:30:00,,,Ezpeleta,Buenos Aires,OTHR (Other),Operacion,En vuelo,"Accidente | OTHR (Other) | Non-Commercial Operations / Flight Training/Instructional / Other | Ezpeleta, Buenos Aires",,LV-YQF,,,,,,-34.74222,-58.20666,0,0,Medio,OTHR,OTHR,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-57388959-21,2021-06-26T20:30:00,,,San Martín,Mendoza,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | San Martín, Mendoza",,LV-AOX,,,,,,-33.05111,-68.50944,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-59349420-21,2021-07-01T15:30:00,,,Gálvez,Santa Fe,LOC-G (Loss of control -ground),Operacion,Rodaje,"Incidente | LOC-G (Loss of control -ground) | Non-Commercial Operations / Flight Training/Instructional / Other | Gálvez, Santa Fe",,LV-RNY,,,,,,-32.01666,-61.17666,0,0,Alto,LOC-G,LOC-G,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-59719000-21,2021-07-03T17:00:00,,,Ezpeleta,Buenos Aires,ADRM (Aerodrome),Pista,Aproximacion,"Accidente | ADRM (Aerodrome) | Non-Commercial Operations / Pleasure / Otros | Ezpeleta, Buenos Aires",,LV-HFU,,,,,,-34.745,-58.205,0,0,Medio,ADRM,ADRM,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-59718268-21,2021-07-04T21:20:00,,,Villa Mercedes,San Luis,RE (Runway Excursion),Pista,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Otros | Villa Mercedes, San Luis",,LV-OMS,,,,,,-33.64027,-65.42,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-60742424-21,2021-07-06T16:30:00,,,San Fernando,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Unknown / Unknown / Se desconoce | San Fernando, Buenos Aires",,LV-AHX,,,,,,-34.46027,-58.59583,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-62293219-21,2021-07-08T16:45:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,F-NI (Fire/smoke non-impact),Seguridad operacional,En vuelo,"Incidente grave | F-NI (Fire/smoke non-impact) | Commercial Air Transport / Scheduled / Airline (domestic) | Aeroparque Jorge Newbery (SABE), Buenos Aires",,LV-CMB,,,,,,-34.55972,-58.415,0,0,Alto,F-NI,F-NI,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-64093487-21,2021-07-15T17:40:00,,,Ingeniero Taravella - Córdoba (SACO),Cordoba,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Scheduled / Airline (domestic) | Ingeniero Taravella - Córdoba (SACO), Cordoba",,LV-IVO,,,,,,-31.31,-64.2083,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-64534781-21,2021-07-16T20:15:00,,,Marcos Paz,Buenos Aires,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Marcos Paz, Buenos Aires",,LV-JFK,,,,,,-34.73972,-58.90277,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-64536517-21,2021-07-17T19:00:00,,,Ezpeleta,Buenos Aires,"LOC-G (Loss of control -ground), RE (Runway Excursion)",Pista,Aterrizaje,"Accidente | LOC-G (Loss of control -ground), RE (Runway Excursion) | Unknown / Unknown / Se desconoce | Ezpeleta, Buenos Aires",,LV-GXN,,,,,,-34.74694,-58.20361,0,0,Alto,LOC-G|RE,LOC-G|RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-72510988-21,2021-07-21T16:30:00,,,Fortín Belgrano,Chaco,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Bussiness / Bussiness | Fortín Belgrano, Chaco",,LQ-ZPR,,,,,,-24.12111,-62.33944,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-66978998-21,2021-07-23T14:15:00,,,San Carlos Norte,Santa Fe,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | San Carlos Norte, Santa Fe",,LV-HBS,,,,,,-27.77583,-55.85333,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-69379768-21,2021-07-31T14:15:00,,,Concepción del Uruguay,Entre Rios,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Unknown / Unknown / Se desconoce | Concepción del Uruguay, Entre Rios",,LV-OAW,,,,,,-32.15444,-58.19944,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-70293688-21,2021-08-03T21:15:00,,,Rivadavia,Mendoza,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Rivadavia, Mendoza",,LV-UX079,,,,,,-32.96305,-68.87277,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-80437357-21,2021-08-07T20:30:00,,,Cañuelas,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Specialised Operations / Aerial Work / Towing | Cañuelas, Buenos Aires",,LV-MBO,,,,,,-35.11166,-58.72638,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-74901395-21,2021-08-15T19:15:00,,,Bragado,Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Accidente | GCOL (Ground Collision) | Non-Commercial Operations / Flight Training/Instructional / Other, Non-Commercial Operations / Pleasure / Local | Bragado, Buenos Aires",,"LV-APM, LV-GDU",,,,,,-35.33147,-60.57884,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-805339326-21,2021-08-22T16:30:00,,,Suls,Maldonado,CFIT (Controlled fligth into or toward terrain),Operacion,En vuelo,"Accidente | CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Pleasure / Otros | Suls, Maldonado",,LV-CVT,,,,,,-34.855,-55.09416,0,0,Critico,CFIT,CFIT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-80441243-21,2021-08-28T19:30:00,,,Pueblo Esther,Santa Fe,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Specialised Operations / Aerial Work / Other | Pueblo Esther, Santa Fe",,LV-X662,,,,,,-33.08333,-60.55194,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-86467423-21,2021-09-01T14:00:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,RAMP (Ground Handling),Seguridad operacional,En tierra,"Incidente | RAMP (Ground Handling) | Commercial Air Transport / Scheduled / Airline (domestic) | Aeroparque Jorge Newbery (SABE), Buenos Aires",,LV-IVN,,,,,,-34.55888,-58.41638,0,0,Medio,RAMP,RAMP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-88708570-21,2021-09-19T18:25:00,,,San Andres de Giles,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Other | San Andres de Giles, Buenos Aires",,LV-JYF,,,,,,-34.47027,-59.42472,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-94210642-21,2021-10-03T15:01:00,,,Morón,Buenos Aires,RE (Runway Excursion),Pista,Aterrizaje,"Incidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",,LV-BXR,,,,,,-34.67916,-58.64361,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-97298782-21,2021-10-08T21:30:00,,,Intendente Alvear,La Pampa,CFIT (Controlled fligth into or toward terrain),Operacion,En vuelo,"Accidente | CFIT (Controlled fligth into or toward terrain) | Specialised Operations / Aerial Work / Agricultural | Intendente Alvear, La Pampa",,LV-BDW,,,,,,-35.36333,-63.46805,0,0,Critico,CFIT,CFIT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-97299571-21,2021-10-09T21:30:00,,,Lago Rosario,Chubut,FUEL (Fuel related),Tecnico,Ascenso inicial,"Accidente | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Local | Lago Rosario, Chubut",,LV-GBY,,,,,,-43.25027,-71.34888,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-99216983-21,2021-10-15T21:10:00,,,Burzaco,Buenos Aires,FUEL (Fuel related),Tecnico,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Other | Burzaco, Buenos Aires",,LV-FIU,,,,,,-34.81722,-58.635,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-99215439-21,2021-10-17T08:00:00,,,Mercedes,Buenos Aires,BIRD (Birdstrike),Fauna,Aterrizaje,"Incidente | BIRD (Birdstrike) | Non-Commercial Operations / Flight Training/Instructional / Other | Mercedes, Buenos Aires",,LV-CKO,,,,,,-34.63888,-59.45527,0,0,Alto,BIRD,BIRD,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-105094269-21,2021-10-23T11:15:00,,,Au Perito Moreno altura peaje Parque Avellaneda,Ciudad Autónoma De Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Accidente | GCOL (Ground Collision) | Commercial Air Transport / Non-Scheduled / Air Ambulance | Au Perito Moreno altura peaje Parque Avellaneda, Ciudad Autónoma De Buenos Aires",,LV-CVE,,,,,,-34.64722,-58.47833,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-102726258-21,2021-10-26T13:30:00,,,San Fernando,Buenos Aires,F-NI (Fire/smoke non-impact),Seguridad operacional,En vuelo,"Incidente | F-NI (Fire/smoke non-impact) | Commercial Air Transport / Non-Scheduled / Air Ambulance | San Fernando, Buenos Aires",,LV-BPO,,,,,,-34.455,-58.59138,0,0,Alto,F-NI,F-NI,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-105110377-21,2021-10-30T13:40:00,,,Marcos Paz,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Marcos Paz, Buenos Aires",,LV-GKC,,,,,,-34.72277,-58.89277,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-105107497-21,2021-10-30T22:19:00,,,Villa General Belgrano,Cordoba,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Pleasure / Otros | Villa General Belgrano, Cordoba",,LV-X571,,,,,,-31.96722,-64.56305,0,0,Alto,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-105099341-21,2021-10-31T21:00:00,,,Itacaruaré,Misiones,"CTOL (Collision with obstacle during take-off and landing), AMAN (Abrupt Maneuvre)",Operacion,Despegue,"Accidente | CTOL (Collision with obstacle during take-off and landing), AMAN (Abrupt Maneuvre) | Non-Commercial Operations / Pleasure / Local | Itacaruaré, San Javier, Misiones",,LV-UX120,,,,,,-27.88333,-55.13611,0,0,Critico,AMAN|CTOL,AMAN|CTOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-105559269-21,2021-11-02T07:27:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,AMAN (Abrupt Maneuvre),Operacion,En vuelo,"Incidente | AMAN (Abrupt Maneuvre) | Non-Commercial Operations / Bussiness / Bussiness | Aeroparque Jorge Newbery (SABE), Buenos Aires",,LV-BYN,,,,,,-34.55972,-58.415,0,0,Alto,AMAN,AMAN,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-107714093-21,2021-11-03T00:40:00,,,Baradero,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Commercial Air Transport / Scheduled / Airline (domestic) | Baradero, Buenos Aires",,N36962,,,,,,-33.81027,-59.49972,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-108963100-21,2021-11-09T16:47:00,,,General Rodríguez,Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | General Rodríguez, Buenos Aires",,LV-AMI,,,,,,-34.68027,-59.03583,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-109328996-21,2021-11-10T20:50:00,,,San Carlos de Bolívar,Buenos Aires,"LOLI (Loss of lifting conditions en-route), CFIT (Controlled fligth into or toward terrain)",Operacion,En vuelo,"Accidente | LOLI (Loss of lifting conditions en-route), CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Pleasure / Otros | San Carlos de Bolívar, Buenos Aires",,LV-ENW,,,,,,-36.08055,-60.86944,0,0,Critico,CFIT|LOLI,CFIT|LOLI,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-29824857-24,2021-11-17T18:30:00,,,Rauch,Buenos Aires,"F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Seguridad operacional,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Relocation / Ferry | Rauch, Buenos Aires",,LV-ZRH,,,,,,-36.99388,-59.26972,0,0,Critico,F-POST|LALT|LOC-I,F-POST|LALT|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-112293404-21,2021-11-18T12:30:00,,,Morón,Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Accidente | GCOL (Ground Collision) | Non-Commercial Operations / Relocation / Ferry | Morón, Buenos Aires",,LV-CDW,,,,,,-34.67916,-58.64277,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-113471705-21,2021-11-20T12:35:00,,,Azcarate Irastorsa S.A - Int. Alvear,La Pampa,USOS (Undershoot/overshoot),Pista,Aterrizaje,"Accidente | USOS (Undershoot/overshoot) | Non-Commercial Operations / Pleasure / Otros | Azcarate Irastorsa S.A - Int. Alvear, La Pampa",,LV-BXJ,,,,,,-35.23361,-63.56555,0,0,Alto,USOS,USOS,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-119929779-21,2021-12-10T10:40:00,,,Alagro. Localidad: FUNES,Santa Fe,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | Alagro. Localidad: FUNES, Santa Fe",,LV-CJR,,,,,,-32.89,-60.84361,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-6658234-22,2021-12-21T23:15:00,,,El Pampero,La Pampa,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | El Pampero, La Pampa",,LV-EQS,,,,,,-36.592862,-64.187126,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-126611445-21,2021-12-29T14:15:00,,,40 NM al Norte de AD Chapelco,Neuquen,EXTL (External load related ocurrences),Operacion,En vuelo,"Accidente | EXTL (External load related ocurrences) | Nationally Regulated Operations (State Operations) / Firefighting / Firefighting | 40 NM al Norte de AD Chapelco, Neuquen",,LV-KAI,,,,,,-40.075278,-71.137222,0,0,Alto,EXTL,EXTL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-35544821-23,2022-01-15T13:40:00,,,Cajati,San Pablo,"LOC-G (Loss of control -ground), RAMP (Ground Handling)",Seguridad operacional,Rodaje,"Accidente | LOC-G (Loss of control -ground), RAMP (Ground Handling) | Specialised Operations / Aerial Work / Agricultural | Cajati, San Pablo",,PR-SOD,,,,,,-20.962,-49.213,0,0,Alto,LOC-G|RAMP,LOC-G|RAMP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-16106876-24,2022-01-15T22:30:00,,,Santo Tomé,Corrientes,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Nationally Regulated Operations (State Operations) / Firefighting / Firefighting | Santo Tomé, Corrientes",,LV-WZE,,,,,,-28.52305,-56.11277,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-6496349-22,2022-01-20T09:45:00,,,San Fernando,Buenos Aires,BIRD (Birdstrike),Fauna,Ascenso inicial,"Incidente | BIRD (Birdstrike) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",,LV-ZTR,,,,,,-34.455,-58.59138,0,0,Alto,BIRD,BIRD,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-22353426-22,2022-03-02T16:30:00,,,Angra dos Reis,Angra Dos Reis,RE (Runway Excursion),Pista,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Otros | Angra dos Reis, Angra Dos Reis",,LV-GQN,,,,,,-22.97527,-44.30722,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-70693621-24,2022-03-09T19:30:00,,,General Pinedo,Chaco,FUEL (Fuel related),Tecnico,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Agricultural | General Pinedo, Chaco",,LV-JQL,,,,,,-27.46611,-61.61055,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-25677952-22,2022-03-12T16:30:00,,,Mula Muerta,Cordoba,FUEL (Fuel related),Tecnico,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Agricultural | Mula Muerta, Cordoba",,LV-BYP,,,,,,-30.88194,-63.965,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-24983343-22,2022-03-14T18:45:00,,,San Justo,Santa Fe,"ARC (Abnormal runway contact), RE (Runway Excursion)",Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact), RE (Runway Excursion) | Non-Commercial Operations / Bussiness / Bussiness | San Justo, Santa Fe",,LV-MEE,,,,,,-30.76805,-60.56833,0,0,Alto,ARC|RE,ARC|RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-26584049-22,2022-03-19T20:10:00,,,San Fernando,Buenos Aires,FUEL (Fuel related),Tecnico,Ascenso inicial,"Incidente | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Otros | San Fernando, Buenos Aires",,LV-HWL,,,,,,-34.455,-58.59138,0,0,Alto,FUEL,FUEL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-35178584-22,2022-04-07T11:15:00,,,San Fernando,Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Scheduled / Airline (domestic) | San Fernando, Buenos Aires",,LV-KBS,,,,,,-34.455,-58.59138,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-36953095-22,2022-04-16T18:40:00,,,Necochea,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente grave | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Necochea, Buenos Aires",,LV-OFS,,,,,,-38.60541,-58.79166,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
