source_record_id,fecha_hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,tipo_incidente,categoria_incidente,fase_vuelo,descripcion,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo,event_codes,mapped_event_codes,unknown_event_codes,mapping_rule_source,mapping_version
JST-RAW-49951658-22,2022-05-03T20:15:00,,,Alto Paraíso de Goiás,Goiás,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Agricultural | Alto Paraíso de Goiás, Goiás",,PT-OUB,,,,,,-14.30083,-47.45722,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-44739297-22,2022-05-05T19:30:00,,,Santa Rosa (SAZR),La Pampa,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Local | Santa Rosa (SAZR), La Pampa",,LV-EQS,,,,,,-36.59666,-64.18722,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-47591895-22,2022-05-12T13:00:00,,,Resistencia (SARE),Chaco,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Resistencia (SARE), Chaco",,LV-MYA,,,,,,-27.45,-59.05611,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-53119193-22,2022-05-17T10:00:00,,,Brasilândia de Minas,Minas Gerais,GCOL (Ground Collision),Operacion,Rodaje,"Accidente | GCOL (Ground Collision) | Specialised Operations / Aerial Work / Agricultural | Brasilândia de Minas, Minas Gerais",,PR-CTD,,,,,,-17.07027,-45.87444,0,0,Critico,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-50053689-22,2022-05-19T15:45:00,,,Marcos Paz,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Dual | Marcos Paz, Buenos Aires",,LV-BRI,,,,,,-34.71222,-58.87388,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-58320078-22,2022-06-07T13:12:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | Aeroparque Jorge Newbery (SABE), Buenos Aires",,LV-IYQ,,,,,,-34.55972,-58.415,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-59370193-22,2022-06-12T18:30:00,,,Hersilia,Santa Fe,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Hersilia, Santa Fe",,LV-ZEY,,,,,,-30.07777,-61.92583,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-61313032-22,2022-06-15T18:30:00,,,El Tránsito,Corrientes,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | El Tránsito, Corrientes",,LV-HUQ,,,,,,-28.41666,-57.7,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-66227559-22,2022-06-17T13:10:00,,,Fernandópolis,Sao Pablo,RE (Runway Excursion),Pista,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Check | Fernandópolis, Sao Pablo",,PP-GEJ,,,,,,-20.27666,-50.21388,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-66817513-22,2022-07-01T17:10:00,,,Río Grande,Antártida E Islas Del Atlántico Sur,"SCF-NP (System/component failure or malfunction (No Powerplant), F-POST (Fire/smoke Post-Impact)",Seguridad operacional,En tierra,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), F-POST (Fire/smoke Post-Impact) | Commercial Air Transport / Non-Scheduled / Air Ambulance | Río Grande, Tierra Del Fuego, Antártida E Islas Del Atlántico Sur",,LV-BPA,,,,,,-53.78055,-67.7625,0,0,Critico,F-POST|SCF-NP,F-POST|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-68409960-22,2022-07-05T18:45:00,,,Batan,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Batan, Buenos Aires",,LV-JHQ,,,,,,-38.01166,-57.6775,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-72420628-22,2022-07-14T16:00:00,,,Coronel Olmedo,Cordoba,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Acrobatics | Coronel Olmedo, Cordoba",,LV-AST,,,,,,-31.45166,-64.075,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-75889825-22,2022-07-22T20:00:00,,,General Rodriguez,Buenos Aires,UNK (Unknown o undetermined),Operacion,En vuelo,"Accidente | UNK (Unknown o undetermined) | Non-Commercial Operations / Pleasure / Local | General Rodriguez, Buenos Aires",,LV-WMB,,,,,,-34.68861,-58.955,0,0,Bajo,UNK,UNK,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-90042303-23,2022-07-26T21:30:00,,,Trinidad,Casanare,Accidente,Operacion,Maniobra a baja altura,"Accidente | Specialised Operations / Aerial Work / Agricultural | Trinidad, Casanare",,HK1207,,,,,,5.409166,-71.66111,0,0,Alto,,,,heuristica_textual,jst_event_code_mapping.csv
JST-RAW-95708560-24,2022-07-29T16:00:00,,,Cordoba,Cordoba,MED (Medical),Operacion,En vuelo,"Incidente grave | MED (Medical) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | Cordoba, Cordoba",,LV-IVN,,,,,,-31.31,-64.20833,0,0,Medio,MED,MED,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-82971366-22,2022-08-09T16:53:00,,,Santa Fe,Santa Fe,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Santa Fe, Santa Fe",,LV-NIG,,,,,,-33.34388,-62.05277,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-83752541-22,2022-08-11T17:50:00,,,Coronel Olmedo,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Other | Coronel Olmedo, Buenos Aires",,LV-OOJ,,,,,,-31.45166,-64.075,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-84997038-22,2022-08-13T20:10:00,,,Malargue,Mendoza,ARC (Abnormal runway contact),Pista,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | Malargue, Mendoza",,LV-CHY,,,,,,-35.49361,-69.57472,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-84927571-22,2022-08-15T15:25:00,,,Morón,Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",,LV-CRR,,,,,,-34.67916,-58.64361,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-87179955-22,2022-08-20T21:50:00,,,Rosario de la Frontera,Salta,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Other | Rosario de la Frontera, Salta",,LV-LFM,,,,,,-25.82611,-64.96305,0,0,Alto,ARC|SCF-NP,ARC|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-31587410-24,2022-08-25T15:45:00,,,San Pedro,Buenos Aires,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Flight Training/Instructional / Other | San Pedro, Buenos Aires",,LV-JWI,,,,,,-33.52361,-59.72694,0,0,Alto,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-103748642-22,2022-09-03T12:00:00,,,Ushuaia,Antártida E Islas Del Atlántico Sur,RE (Runway Excursion),Pista,Aterrizaje,"Incidente | RE (Runway Excursion) | Commercial Air Transport / Scheduled / Airline (domestic) | Ushuaia, Tierra Del Fuego, Antártida E Islas Del Atlántico Sur",,LV-GKP,,,,,,-54.83955,-68.31443,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-94709410-22,2022-09-07T16:45:00,,,Morón,Buenos Aires,F-NI (Fire/smoke non-impact),Seguridad operacional,En vuelo,"Incidente | F-NI (Fire/smoke non-impact) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",,LV-CGD,,,,,,-34.67916,-58.64277,0,0,Alto,F-NI,F-NI,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-96387208-22,2022-09-10T16:24:00,,,Laguna Larga,Cordoba,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Laguna Larga, Cordoba",,LV-FZI,,,,,,-31.89277,-63.97416,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-96407094-22,2022-09-11T19:45:00,,,Villa Maria,Cordoba,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Pleasure / Local, Non-Commercial Operations / Pleasure / Local | Villa Maria, Cordoba",,"LV-HBR, LV-IWD",,,,,,-32.32666,-63.22833,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-100639940-22,2022-09-20T12:00:00,,,Apóstoles,Misiones,Accidente,Operacion,En vuelo,"Accidente | Non-Commercial Operations / Relocation / Delivery | Apóstoles, Misiones",,LV-BCJ,,,,,,-27.90333,-55.76555,0,0,Alto,,,,heuristica_textual,jst_event_code_mapping.csv
JST-RAW-19229436-24,2022-09-22T15:50:00,,,Puerta de Ávalos,Jujuy,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | Puerta de Ávalos, Jujuy",,LV-OIB,,,,,,-24.31444,-64.24694,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-101897044-22,2022-09-25T21:10:00,,,Morteros,Cordoba,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | Morteros, Cordoba",,LV-JED,,,,,,-30.40611,-62.18055,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-26650812-24,2022-10-12T21:20:00,,,Jesús María,Cordoba,UNK (Unknown o undetermined),Operacion,En vuelo,"Accidente | UNK (Unknown o undetermined) | Unknown / Unknown / Se desconoce | Jesús María, Cordoba",,S/M,,,,,,-30.98444,-64.0725,0,0,Bajo,UNK,UNK,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-110785529-22,2022-10-16T19:20:00,,,Morón,Buenos Aires,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,Aterrizaje,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Otros | Morón, Buenos Aires",,LV-S114,,,,,,-34.67583,-58.64194,0,0,Alto,RE|SCF-NP,RE|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-113211779-22,2022-10-23T14:50:00,,,Mercedes,Buenos Aires,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | Mercedes, Buenos Aires",,LV-IUG,,,,,,-34.63611,-59.45888,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-115512320-22,2022-10-28T01:20:00,,,Ministro Pistarini -Ezeiza (SAEZ),Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Incidente grave | SCF-PP (Powerplant failure or malfunction) | Commercial Air Transport / Non-Scheduled / Airline (internacional) | Ministro Pistarini -Ezeiza (SAEZ), Buenos Aires",,N-765AN,,,,,,-34.82222,-58.53583,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-110420253-24,2022-10-28T20:50:00,,,La Plata,Buenos Aires,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | La Plata, Buenos Aires",,LV-JJJ,,,,,,-34.96888,-57.89277,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-119495543-22,2022-11-05T21:40:00,,,Bragado,Buenos Aires,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Demostration / Demostration | Bragado, Buenos Aires",,LV-NRY,,,,,,-35.14555,-60.48,0,0,Alto,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-126759547-22,2022-11-19T20:20:00,,,Batan,Buenos Aires,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | Batan, Buenos Aires",,LV-FCB,,,,,,-38.01305,-57.67944,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-126729449-22,2022-11-19T22:10:00,,,Coronel Vidal,Buenos Aires,CTOL (Collision with obstacle during take-off and landing),Operacion,Despegue,"Accidente | CTOL (Collision with obstacle during take-off and landing) | Non-Commercial Operations / Flight Training/Instructional / Other | Coronel Vidal, Buenos Aires",,LV-IKS,,,,,,-37.47138,-57.75861,0,0,Critico,CTOL,CTOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-128134522-22,2022-11-25T18:57:00,,,General Rodríguez,Buenos Aires,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Other | General Rodríguez, Buenos Aires",,LV-BRF,,,,,,-34.67694,-59.03361,0,0,Alto,ARC|SCF-NP,ARC|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-131057791-22,2022-12-01T19:55:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Scheduled / Airline (internacional) | Aeroparque Jorge Newbery (SABE), Buenos Aires",,PR-MHU,,,,,,-34.55888,-58.41638,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-132437620-22,2022-12-03T11:00:00,,,Lima,Buenos Aires,"SCF-PP (Powerplant failure or malfunction), LALT (Low altitude operations)",Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction), LALT (Low altitude operations) | Specialised Operations / Aerial Work / Agricultural | Lima, Buenos Aires",,LV-OGR,,,,,,-33.93416,-59.27972,0,0,Critico,LALT|SCF-PP,LALT|SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-136178585-22,2022-12-05T17:20:00,,,PONTA GROSSA,Paraná,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | PONTA GROSSA, Paraná",,PT-WBH,,,,,,-25.178,-50.132,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-133386874-22,2022-12-11T13:00:00,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,GCOL (Ground Collision),Operacion,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Non-Scheduled / Airline (internacional), Unknown / Unknown / Se desconoce | Aeroparque Jorge Newbery (SABE), Buenos Aires",,"N244JE, TC53",,,,,,-34.56555,-58.4075,0,0,Alto,GCOL,GCOL,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-196643-23,2022-12-30T22:05:00,,,La Cumbre,Cordoba,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | La Cumbre, Cordoba",,LV-X431,,,,,,-31.016111,-64.520278,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-12284361-23,2023-01-17T12:15:00,,,Cajati,San Pablo,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Specialised Operations / Aerial Work / Agricultural | Cajati, San Pablo",,PT-XLS,,,,,,-24.714,-48.2,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-11925282-23,2023-01-31T21:50:00,,,Achiras,Cordoba,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Specialised Operations / Aerial Work / Agricultural | Achiras, Cordoba",,LV-CVU,,,,,,-33.179722,-64.989167,0,0,Critico,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-12246865-23,2023-02-02T12:00:00,,,Posadas Gral José de San Martín (SARP),Misiones,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,Aterrizaje,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Commercial Air Transport / Non-Scheduled / Air Ambulance | Posadas Gral José de San Martín (SARP), Misiones",,LV-JJQ,,,,,,-27.391389,-55.970552,0,0,Alto,RE|SCF-NP,RE|SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-12810042-23,2023-02-03T00:00:00,,,San Fernando,Buenos Aires,RE (Runway Excursion),Pista,Aterrizaje,"Incidente grave | RE (Runway Excursion) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",,LV-FVZ,,,,,,-34.453249,-58.5895,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-13695767-23,2023-02-05T15:00:00,,,Buena Esperanza,San Luis,"SCF-PP (Powerplant failure or malfunction), LALT (Low altitude operations)",Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction), LALT (Low altitude operations) | Unknown / Unknown / Se desconoce | Buena Esperanza, San Luis",,LV-HIK,,,,,,-34.58888,-65.03833,0,0,Alto,LALT|SCF-PP,LALT|SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-24070713-23,2023-03-04T22:30:00,,,Club Planeadores Trenque Lauquen,Buenos Aires,"AMAN (Abrupt Maneuvre), LOC-I (Loss of control - inflight)",Operacion,En vuelo,"Accidente | AMAN (Abrupt Maneuvre), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Acrobatics | Club Planeadores Trenque Lauquen, Buenos Aires",,LV-X768,,,,,,-36.01416,-62.69222,0,0,Critico,AMAN|LOC-I,AMAN|LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-25829777-23,2023-03-08T14:15:00,,,Cafayate,Salta,"ARC (Abnormal runway contact), LOC-G (Loss of control -ground)",Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact), LOC-G (Loss of control -ground) | Non-Commercial Operations / Pleasure / Local | Cafayate, Salta",,LV-MFM,,,,,,-26.05555,-65.93694,0,0,Alto,ARC|LOC-G,ARC|LOC-G,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-27153213-23,2023-03-10T23:00:00,,,Mendoza,Mendoza,RE (Runway Excursion),Pista,Aterrizaje,"Incidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | Mendoza, Mendoza",,LV-S132,,,,,,-34.76111,-68.36138,0,0,Alto,RE,RE,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-22616761-24,2023-03-16T01:10:00,,,Esquina,Corrientes,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Other | Esquina, Corrientes",,LV-WJO,,,,,,-29.66666,-58.88333,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-44726864-25,2023-03-18T14:33:00,,,La Plata,Buenos Aires,SCF-PP (Powerplant failure or malfunction),Tecnico,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | La Plata, Buenos Aires",,AR-VNT-798,,,,,,-34.96333,-57.8925,0,0,Alto,SCF-PP,SCF-PP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-22620434-24,2023-03-30T11:30:00,,,Posadas Gral José de San Martín (SARP),Misiones,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Commercial Air Transport / Scheduled / Airline (domestic) | Posadas Gral José de San Martín (SARP), Misiones",,LV-KAH,,,,,,-27.385,-55.97,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-37023615-23,2023-04-03T18:20:00,,,Ezpeleta,Buenos Aires,LOC-I (Loss of control - inflight),Operacion,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Test Flight / Post Maintenance Functional Check Flight | Ezpeleta, Buenos Aires",,LV-X695,,,,,,-34.74361,-58.20666,0,0,Critico,LOC-I,LOC-I,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-39839692-23,2023-04-10T18:10:00,,,2882 EL Guri,Cordoba,ARC (Abnormal runway contact),Pista,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Bussiness / Bussiness | 2882 EL Guri, Cordoba",,LV-KGT,,,,,,-29.9225,-63.55833,0,0,Alto,ARC,ARC,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-42044921-23,2023-04-15T20:00:00,,,Gualeguay,Entre Rios,LALT (Low altitude operations),Operacion,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Specialised Operations / Aerial Work / Agricultural | Gualeguay, Entre Rios",,LV-OHT,,,,,,-33.18416,-59.44,0,0,Critico,LALT,LALT,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
JST-RAW-45501611-23,2023-04-21T13:10:00,,,Gral. M. M. de Guemes (SASA),Salta,SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | Gral. M. M. de Guemes (SASA), Salta",,LV-WPM,,,,,,-24.85972,-65.48861,0,0,Alto,SCF-NP,SCF-NP,,tabla_jst_event_code_mapping,jst_event_code_mapping.csv
