fuente,source_record_id,fecha_hora,fecha,hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,fase_vuelo,descripcion,tipo_incidente,categoria_incidente,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo
JST,JST-RAW-89927439-23,2020-05-06T01:45:00,2020-05-06,0145,,,Esquel,Chubut,Aterrizaje,"Accidente | ARC (Abnormal runway contact), F-POST (Fire/smoke Post-Impact), CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Relocation / Delivery | Esquel, Chubut","ARC (Abnormal runway contact), F-POST (Fire/smoke Post-Impact), CFIT (Controlled fligth into or toward terrain)",Pista,,LV-BXU,,,,,,-42.903889,-71.135556,0,0,Critico
JST,JST-RAW-34614024-20,2020-05-27T16:15:00,2020-05-27,1615,,,San Martín,Mendoza,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Dual | San Martín, Mendoza",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-AOX,,,,,,-25.737222,-54.373333,0,0,Alto
JST,JST-RAW-34847138-20,2020-05-28T16:05:00,2020-05-28,1605,,,Añatuya,Santiago Del Estero,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Specialised Operations / Aerial Work / Other | Añatuya, Santiago Del Estero",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-LMS,,,,,,-28.476944,-65.845,0,0,Alto
JST,JST-RAW-35562234-20,2020-06-01T16:50:00,2020-06-01,1650,,,Marcos Juarez,Cordoba,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Unknown / Unknown / Se desconoce | Marcos Juarez, Cordoba",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-HFZ,,,,,,-31.283333,-64.466667,0,0,Alto
JST,JST-RAW-36068137-2020,2020-06-03T17:00:00,2020-06-03,1700,,,Resistencia (SARE),Chaco,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Other | Resistencia (SARE), Chaco",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-YIC,,,,,,-27.45,-59.056111,0,0,Alto
JST,JST-RAW-44727485-2020,2020-06-17T18:30:00,2020-06-17,1830,,,Brasilia,Brasilia,Ascenso inicial,"Incidente grave | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Acrobatics | Brasilia, Brasilia",SCF-PP (Powerplant failure or malfunction),Tecnico,,PP-GLX,,,,,,-25.399167,-49.39,0,0,Alto
JST,JST-RAW-57834817-2020,2020-08-05T13:33:00,2020-08-05,1333,,,Rancho San Isidro,Guanajuato,Maniobra a baja altura,"Accidente | Specialised Operations / Aerial Work / Agricultural | Rancho San Isidro, Guanajuato",Accidente,Operacion,,XB-SEY,,,,,,-34.654167,-58.643889,0,0,Alto
JST,JST-RAW-53682470-2020,2020-08-14T11:00:00,2020-08-14,1100,,,General Rodríguez,Buenos Aires,Aterrizaje,"Accidente | USOS (Undershoot/overshoot) | Non-Commercial Operations / Relocation / Positioning | General Rodríguez, Buenos Aires",USOS (Undershoot/overshoot),Pista,,LV-FEX,,,,,,-34.680278,-59.035833,0,0,Alto
JST,JST-RAW-55235134-2020,2020-08-15T15:40:00,2020-08-15,1540,,,Estancia Cerro Sólo,Cordoba,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Bussiness / Bussiness | Estancia Cerro Sólo, Cordoba",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-ZXR,,,,,,-30.777222,-62.977778,0,0,Alto
JST,JST-RAW-72771474-22,2020-08-26T17:10:00,2020-08-26,1710,,,Guaratinguetá,Sao Pablo,Aterrizaje,"Accidente | ARC (Abnormal runway contact), RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Dual | Guaratinguetá, Sao Pablo","ARC (Abnormal runway contact), RE (Runway Excursion)",Pista,,PP-GMC,,,,,,-22.791,-45.204,0,0,Alto
JST,JST-RAW-77463989-2020,2020-09-03T14:45:00,2020-09-03,1445,,,Campo la banana,Mexico,Maniobra a baja altura,"Accidente | Specialised Operations / Aerial Work / Agricultural | Campo la banana, Mexico",Accidente,Operacion,,XB-XES,,,,,,-31.794722,-60.373889,0,0,Alto
JST,JST-RAW-60896240-20,2020-09-12T11:45:00,2020-09-12,1145,,,San Fernando,Buenos Aires,Aterrizaje,"Incidente grave | SCF-NP (System/component failure or malfunction (No Powerplant), LOC-G (Loss of control -ground), RE (Runway Excursion) | Commercial Air Transport / Non-Scheduled / Air Ambulance | San Fernando, Buenos Aires","SCF-NP (System/component failure or malfunction (No Powerplant), LOC-G (Loss of control -ground), RE (Runway Excursion)",Pista,,LV-IYQ,,,,,,-34.456111,-58.593056,0,0,Alto
JST,JST-RAW-66729421-2020,2020-10-04T20:40:00,2020-10-04,2040,,,Parada Leis,Misiones,En vuelo,"Accidente | LOC-I (Loss of control - inflight), OTHR (Other) | Non-Commercial Operations / Pleasure / Otros | Parada Leis, Misiones","LOC-I (Loss of control - inflight), OTHR (Other)",Operacion,,LV-X628,,,,,,-27.606667,-55.865,0,0,Critico
JST,JST-RAW-67758415-20,2020-10-06T21:30:00,2020-10-06,2130,,,Los Toldos,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | Los Toldos, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-LXM,,,,,,-35.064167,-60.999444,0,0,Alto
JST,JST-RAW-68704744-2020,2020-10-08T11:30:00,2020-10-08,1130,,,Suipacha,Buenos Aires,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), LOC-I (Loss of control - inflight) | Specialised Operations / Aerial Work / Agricultural | Suipacha, Buenos Aires","SCF-NP (System/component failure or malfunction (No Powerplant), LOC-I (Loss of control - inflight)",Tecnico,,LV-BDY,,,,,,-34.843611,-59.746944,0,0,Critico
JST,JST-RAW-77459814-2020,2020-10-09T15:08:00,2020-10-09,1508,,,Brazo Largo,Entre Rios,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Specialised Operations / Aerial Work / Agricultural | Brazo Largo, Entre Rios",LOC-I (Loss of control - inflight),Operacion,,XB-OKQ,,,,,,-31.363333,-64.125278,0,0,Critico
JST,JST-RAW-70329590-20,2020-10-17T14:40:00,2020-10-17,1440,,,Timbúes,Santa Fe,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Timbúes, Santa Fe",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-MOM,,,,,,-32.698611,-60.765556,0,0,Alto
JST,JST-RAW-72216558-2020,2020-10-24T20:00:00,2020-10-24,2000,,,ELDORADO,Misiones,En vuelo,"Incidente | OTHR (Other) | Non-Commercial Operations / Flight Training/Instructional / Other | ELDORADO, Misiones",OTHR (Other),Operacion,,LV-CLJ,,,,,,-26.566111,-54.633333,0,0,Medio
JST,JST-RAW-74339534-2020,2020-10-31T22:30:00,2020-10-31,2230,,,Marcos Juarez,Cordoba,Aterrizaje,"Accidente | USOS (Undershoot/overshoot) | Non-Commercial Operations / Pleasure / Otros | Marcos Juarez, Cordoba",USOS (Undershoot/overshoot),Pista,,LV-IIE,,,,,,-32.684444,-62.158056,0,0,Alto
JST,JST-RAW-74340779-2020,2020-11-01T17:20:00,2020-11-01,1720,,,Aeródromo de Rauch,Buenos Aires,Despegue,"Accidente | GTOW (Glider towing related events) | Non-Commercial Operations / Flight Training/Instructional / Other | Aeródromo de Rauch, Buenos Aires",GTOW (Glider towing related events),Operacion,,LV-DHD,,,,,,-36.672222,-59.058333,0,0,Alto
JST,JST-RAW-74344013-2020,2020-11-01T20:40:00,2020-11-01,2040,,,Morón,Buenos Aires,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-IUV,,,,,,-35.210833,-59.136667,0,0,Alto
JST,JST-RAW-75511048-2020,2020-11-05T12:55:00,2020-11-05,1255,,,El Plumerillo,Mendoza,Aterrizaje,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Bussiness / Bussiness | El Plumerillo, Mendoza","SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,,LV-VDJ,,,,,,-32.831667,-68.792778,0,0,Alto
JST,JST-RAW-78780080-2020,2020-11-13T21:20:00,2020-11-13,2120,,,Santo Tomé,Corrientes,En vuelo,"Accidente | OTHR (Other) | Non-Commercial Operations / Flight Training/Instructional / Other | Santo Tomé, Corrientes",OTHR (Other),Operacion,,LV-YFB,,,,,,-28.547778,-56.098611,0,0,Medio
JST,JST-RAW-79286405-2020,2020-11-17T14:50:00,2020-11-17,1450,,,Lujan,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Lujan, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-YNN,,,,,,-34.507222,-59.138611,0,0,Alto
JST,JST-RAW-19695992-23,2020-11-20T19:15:00,2020-11-20,1915,,,Rio Juramento,Salta,Maniobra a baja altura,"Accidente | NAV (Navigation Error), LALT (Low altitude operations), CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Bussiness / Bussiness | Rio Juramento, Ruta Provincial 47 km 32,5; Coronel Moldes, Salta","NAV (Navigation Error), LALT (Low altitude operations), CFIT (Controlled fligth into or toward terrain)",Operacion,,LV-FQN,,,,,,-25.293056,-65.288889,0,0,Critico
JST,JST-RAW-82929801-2020,2020-11-28T12:55:00,2020-11-28,1255,,,Valle de Conlara,San Luis,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Otros | Valle de Conlara, San Luis",ARC (Abnormal runway contact),Pista,,LV-JLF,,,,,,-32.384444,-65.185833,0,0,Alto
JST,JST-RAW-84605430-2020,2020-12-04T12:18:00,2020-12-04,1218,,,Ita Ibate,Corrientes,Aterrizaje,"Accidente | RE (Runway Excursion) | Specialised Operations / Aerial Work / Agricultural | Ita Ibate, Corrientes",RE (Runway Excursion),Pista,,LV-GUQ,,,,,,-27.50638,-57.66083,0,0,Alto
JST,JST-RAW-84943777-2020,2020-12-05T19:40:00,2020-12-05,1940,,,Cañuelas,Buenos Aires,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Otros | Cañuelas, Buenos Aires",ARC (Abnormal runway contact),Pista,,LV-DEY,,,,,,-35.111667,-58.726389,0,0,Alto
JST,JST-RAW-84943876-2020,2020-12-06T13:30:00,2020-12-06,1330,,,La Cumbre,Cordoba,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | La Cumbre, Cordoba",ARC (Abnormal runway contact),Pista,,LV-S034,,,,,,-31.005,-64.532778,0,0,Alto
JST,JST-RAW-85256397-2020,2020-12-08T18:00:00,2020-12-08,1800,,,Río Cuarto - (SAOC),Cordoba,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Bussiness / Bussiness | Río Cuarto - (SAOC), Cordoba",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-WLS,,,,,,-33.085278,-64.261389,0,0,Alto
JST,JST-RAW-85395053-2020,2020-12-09T15:30:00,2020-12-09,1530,,,Partido de Bahia Blanca,Buenos Aires,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | Partido de Bahia Blanca, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-HTI,,,,,,-38.941389,-62.470278,0,0,Alto
JST,JST-RAW-5229196-23,2020-12-11T10:20:00,2020-12-11,1020,,,Mercedes,Corrientes,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Specialised Operations / Aerial Work / Agricultural | Mercedes, Corrientes",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-CII,,,,,,-29.360833,-58.119167,0,0,Alto
JST,JST-RAW-89597356-2020,2020-12-21T19:10:00,2020-12-21,1910,,,Los Toldos,Buenos Aires,Aproximacion,"Incidente | ADRM (Aerodrome) | Non-Commercial Operations / Flight Training/Instructional / Other | Los Toldos, Buenos Aires",ADRM (Aerodrome),Pista,,LV-BXM,,,,,,-34.972222,-61.015,0,0,Medio
JST,JST-RAW-90693298-2020,2020-12-28T13:00:00,2020-12-28,1300,,,Lago Nahuel Huapi,Rio Negro,Despegue,"Accidente | CTOL (Collision with obstacle during take-off and landing) | Non-Commercial Operations / Pleasure / Local | Lago Nahuel Huapi, Rio Negro",CTOL (Collision with obstacle during take-off and landing),Operacion,,LV-X226,,,,,,-41.053889,-71.198333,0,0,Critico
JST,JST-RAW-02025653-21,2021-01-07T19:39:00,2021-01-07,1939,,,Comodoro Rivadavia,Chubut,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Relocation / Delivery | Comodoro Rivadavia, Chubut",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-LTT,,,,,,-38.727222,-62.153333,0,0,Alto
JST,JST-RAW-02505382-21,2021-01-08T16:00:00,2021-01-08,1600,,,Lago Cholila,Chubut,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Lago Cholila, Chubut",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-S004,,,,,,-42.464444,-71.597222,0,0,Alto
JST,JST-RAW-4510926-21,2021-01-09T21:30:00,2021-01-09,2130,,,Pergamino,Buenos Aires,Aproximacion,"Accidente | ADRM (Aerodrome) | Non-Commercial Operations / Pleasure / Local | Pergamino, Buenos Aires",ADRM (Aerodrome),Pista,,LV-X251,,,,,,-33.920278,-60.648056,0,0,Medio
JST,JST-RAW-3324219-21,2021-01-12T19:30:00,2021-01-12,1930,,,El Pampero,La Pampa,Rodaje,"Accidente | LOC-G (Loss of control -ground) | Non-Commercial Operations / Flight Training/Instructional / Other | El Pampero, La Pampa",LOC-G (Loss of control -ground),Operacion,,LV-JZF,,,,,,-36.596667,-64.187222,0,0,Alto
JST,JST-RAW-6589216-21,2021-01-23T18:00:00,2021-01-23,1800,,,Pérez,Santa Fe,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), AMAN (Abrupt Maneuvre) | Non-Commercial Operations / Pleasure / Otros | Pérez, Santa Fe","SCF-NP (System/component failure or malfunction (No Powerplant), AMAN (Abrupt Maneuvre)",Tecnico,,LV-X198,,,,,,-33.013889,-60.8,0,0,Alto
JST,JST-RAW-24072277-21,2021-01-23T20:00:00,2021-01-23,2000,,,Pinamar,Buenos Aires,Aproximacion,"Incidente | ADRM (Aerodrome) | Non-Commercial Operations / Flight Training/Instructional / Other | Pinamar, Buenos Aires",ADRM (Aerodrome),Pista,,LV-IHF,,,,,,-37.09638,-56.97416,0,0,Medio
JST,JST-RAW-7146576-21,2021-01-26T09:30:00,2021-01-26,0930,,,Ministro Pistarini -Ezeiza (SAEZ),Buenos Aires,Rodaje,"Incidente grave | RI (Runway Incursion) | Commercial Air Transport / Scheduled / Airline (domestic) | Ministro Pistarini -Ezeiza (SAEZ), Buenos Aires",RI (Runway Incursion),Pista,,LV-HFR,,,,,,-34.816111,-58.532778,0,0,Medio
JST,JST-RAW-7090271-21,2021-01-26T17:05:00,2021-01-26,1705,,,General Rodríguez,Buenos Aires,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | General Rodríguez, Buenos Aires","F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",Seguridad operacional,,LV-X611,,,,,,-34.256667,-63.595278,0,0,Critico
JST,JST-RAW-11837194-21,2021-02-09T11:00:00,2021-02-09,1100,,,Saira,Cordoba,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Bussiness / Bussiness | Saira, Cordoba",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-LXD,,,,,,-25.737222,-54.473333,0,0,Alto
JST,JST-RAW-13476494-21,2021-02-11T21:30:00,2021-02-11,2130,,,Alcaraz,Entre Rios,En vuelo,"Accidente | UNK (Unknown o undetermined) | Specialised Operations / Aerial Work / Agricultural | Alcaraz, Entre Rios",UNK (Unknown o undetermined),Operacion,,LV-BNL,,,,,,-31.521944,-59.491944,0,0,Bajo
JST,JST-RAW-13467164-2021,2021-02-14T21:00:00,2021-02-14,2100,,,Pehuajo,Buenos Aires,Ascenso inicial,"Accidente | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Otros | Pehuajo, Buenos Aires",FUEL (Fuel related),Tecnico,,LV-GMJ,,,,,,-35.820833,-61.855278,0,0,Alto
JST,JST-RAW-16573504-21,2021-02-23T20:00:00,2021-02-23,2000,,,General Belgrano,Salta,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | General Belgrano, Salta",ARC (Abnormal runway contact),Pista,,LV-ASJ,,,,,,-24.745833,-65.418889,0,0,Alto
JST,JST-RAW-18060055-21,2021-03-02T15:00:00,2021-03-02,1500,,,Aeroclub San Lorenzo,Santa Fe,Aterrizaje,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | Aeroclub San Lorenzo, Santa Fe","SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,,LV-ODP,,,,,,-32.718333,-60.785278,0,0,Alto
JST,JST-RAW-19196545-21,2021-03-04T13:30:00,2021-03-04,1330,,,25 de mayo,Buenos Aires,Maniobra a baja altura,"Accidente | LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Specialised Operations / Aerial Work / Other | 25 de mayo, Buenos Aires","LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Operacion,,LV-BHV,,,,,,-35.495278,-59.866667,0,0,Critico
JST,JST-RAW-20256169-21,2021-03-05T22:00:00,2021-03-05,2200,,,San Fernando,Buenos Aires,Ascenso inicial,"Incidente | BIRD (Birdstrike) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",BIRD (Birdstrike),Fauna,,LV-GOM,,,,,,-34.455,-58.591389,0,0,Alto
JST,JST-RAW-20098649-21,2021-03-06T11:25:00,2021-03-06,1125,,,Timbúes,Santa Fe,Ascenso inicial,"Incidente grave | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Otros | Timbúes, Santa Fe",FUEL (Fuel related),Tecnico,,LV-ITP,,,,,,-32.68305,-60.77722,0,0,Alto
JST,JST-RAW-20096630-21,2021-03-06T12:45:00,2021-03-06,1245,,,Aeródromo Uspallata,Mendoza,Aproximacion,"Accidente | WSTRW (Windshear or thunderstorm), LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Unknown / Unknown / Se desconoce | Aeródromo Uspallata, Mendoza","WSTRW (Windshear or thunderstorm), LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Operacion,,LV-S084,,,,,,-32.763333,-69.39,0,0,Critico
JST,JST-RAW-20087088-21,2021-03-06T22:30:00,2021-03-06,2230,,,General San Martín,Mendoza,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | General San Martín, Mendoza",ARC (Abnormal runway contact),Pista,,LV-S029,,,,,,-33.062222,-68.509444,0,0,Alto
JST,JST-RAW-20099792-21,2021-03-07T23:00:00,2021-03-07,2300,,,Concordia,Entre Rios,En vuelo,"Incidente grave | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Bussiness / Bussiness | Concordia, Entre Rios",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-ZYB,,,,,,-31.296944,-57.996667,0,0,Alto
JST,JST-RAW-22564759-21,2021-03-12T21:55:00,2021-03-12,2155,,,La Matanza,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction), RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | La Matanza, Buenos Aires","SCF-PP (Powerplant failure or malfunction), RE (Runway Excursion)",Pista,,LV-AMS,,,,,,-34.72361,-58.515,0,0,Alto
JST,JST-RAW-26301118-21,2021-03-23T19:05:00,2021-03-23,1905,,,Posadas Gral José de San Martín (SARP),Misiones,Aterrizaje,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | Posadas Gral José de San Martín (SARP), Misiones","SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,,LV-X641,,,,,,-27.38583,-55.97055,0,0,Alto
JST,JST-RAW-26302678-21,2021-03-24T13:30:00,2021-03-24,1330,,,Ceres,Santa Fe,Maniobra a baja altura,"Accidente | LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Specialised Operations / Aerial Work / Agricultural | Ceres, Santa Fe","LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Operacion,,LV-MCJ,,,,,,-29.7575,-61.87805,0,0,Critico
